AvgMAE,AvgRMSE,OriginalAvgMAE,OriginalAvgRMSE,DeltaAvgMAE,DeltaAvgRMSE,GeneratedAt,Note
20.003536047857356,29.972106066547852,20.06716666666667,30.125666666666664,0.06363061880931298,0.15356060011881212,2026-05-04,Latest completed snapshot; some hyperparameter screens may still be running.
